assigned_to,id,doi_link,manuscript_type,novel_biologging,biologging_context,external_data,device_cat,genus,species,habitat,more_species,biologging_availability,conserv*,note,authors,title,source,year,volume,issue,doi,pub_type,source_sheet,access?,reviewed
cmh,brijs2018,doi.org/10.1016/j.aquaculture.2018.06.081,S,TRUE,D,N,I,Oncorhynchus,mykiss,A,N,N,N,aquaculture fish so domestic?,"Brijs, J; Sandblom, E; Axelsson, M; Sundell, K; Sundh, H; Huyben, D; Brostrom, R; Kiessling, A; Berg, C; Grans, A",The final countdown: Continuous physiological welfare evaluation of farmed fish during common aquaculture practices before and during harvest,AQUACULTURE,2018,495,NA,10.1016/j.aquaculture.2018.06.081,J,cmh,NA,TRUE
cmh,brijs2019b,doi.org/10.1038/s41598-019-45657-3,S,TRUE,D,N,I,Oncorhynchus,mykiss,A,N,Y,N,NA,"Brijs, J; Sandblom, E; Axelsson, M; Sundell, K; Sundh, H; Kiessling, A; Berg, C; Grans, A",Remote physiological monitoring provides unique insights on the cardiovascular performance and stress responses of freely swimming rainbow trout in aquaculture,SCIENTIFIC REPORTS,2019,9,NA,10.1038/s41598-019-45657-3,J,cmh,NA,TRUE
cmh,brissoncuradeau2019,doi.org/10.1111/jav.01930,S,TRUE,W,N,LE,Uria,lomvia,M,N,Y,N,NA,"Brisson-Curadeau, E; Elliott, KH","Prey capture and selection throughout the breeding season in a deep-diving generalist seabird, the thick-billed murre",JOURNAL OF AVIAN BIOLOGY,2019,50,7,10.1111/jav.01930,J,cmh,NA,TRUE
cmh,brooks2008,doi.org/10.2193/2007-061,S,TRUE,W,N,L,Equus,burcheli,T,N,N,N,NA,"Brooks, C; Bonyongo, C; Harris, S",Effects of global positioning system collar weight on zebra behavior and location error,JOURNAL OF WILDLIFE MANAGEMENT,2008,72,2,10.2193/2007-061,J,cmh,NA,TRUE
cmh,brown2021,doi.org/10.1111/ibi.12950,S,TRUE,W,Y,L,Bubo,scandiacus,T,N,Y,N,NA,"Brown, A; McCabe, RA; Therrien, JF; Wiebe, KL; Weidensaul, S; Brinker, D; Gauthier, G; Elliott, KH",Nomadic breeders Snowy Owls (Bubo scandiacus) do not use stopovers to sample the summer environment,IBIS,2021,163,4,10.1111/ibi.12950,J,cmh,NA,TRUE
cmh,brownscombe2017a,doi.org/10.1007/s00442-016-3800-5,S,TRUE,W,N,I,Albula,vulpes,M,N,N,N,NA,"Brownscombe, JW; Cooke, SJ; Danylchuk, AJ",Spatiotemporal drivers of energy expenditure in a coastal marine fish,OECOLOGIA,2017,183,3,10.1007/s00442-016-3800-5,J,cmh,NA,TRUE
cmh,brun2021,doi.org/10.33265/polar.v40.5355,S,TRUE,W,N,L,Ursus,maritinus,M,N,N,N,NA,"Brun, C; Blanchet, MA; Ims, RA; Aars, J",Stability of space use in Svalbard coastal female polar bears: intra-individual variability and influence of kinship,POLAR RESEARCH,2021,40,NA,10.33265/polar.v40.5355,J,cmh,NA,TRUE
cmh,burnside2021b,doi.org/10.3354/esr01157,S,TRUE,C,N,I,Chlamydotis,macqueenii,T,N,N,Y,accelerometer in fake egg to see how often parents tend to it.....weird,"Burnside, RJ; Shaffer, SA; Cusco, F; Rahman, M; Scotland, KM",Quantifying egg attendance behaviours of wild Asian houbara can improve artificial incubation outcomes,ENDANGERED SPECIES RESEARCH,2021,46,NA,10.3354/esr01157,J,cmh,NA,TRUE
cmh,byrne2014b,doi.org/10.1111/1365-2656.12205,S,TRUE,W,N,L,Odocoileus,virginianus,T,Y,N,N,NA,"Byrne, ME; McCoy, JC; Hinton, JW; Chamberlain, MJ; Collier, BA",Using dynamic Brownian bridge movement modelling to measure temporal patterns of habitat selection,JOURNAL OF ANIMAL ECOLOGY,2014,83,5,10.1111/1365-2656.12205,J,cmh,NA,TRUE
cmh,cain2012,doi.org/10.1111/j.1469-7998.2011.00848.x,S,TRUE,W,N,L,Hippotragus,niger,T,Y,N,N,NA,"Cain, JW; Owen-Smith, N; Macandza, VA",The costs of drinking: comparative water dependency of sable antelope and zebra,JOURNAL OF ZOOLOGY,2012,286,1,10.1111/j.1469-7998.2011.00848.x,J,cmh,NA,TRUE
cmh,campbell2019,doi.org/10.3390/ani9010005,S,TRUE,D,N,L,NA,NA,T,N,N,N,Cattle,"Campbell, DLM; Haynes, SJ; Lea, JM; Farrer, WJ; Lee, C",Temporary Exclusion of Cattle from a Riparian Zone Using Virtual Fencing Technology,ANIMALS,2019,9,1,10.3390/ani9010005,J,cmh,NA,TRUE
cmh,campbell2023,doi.org/10.3390/ani13040619,S,TRUE,D,N,L,NA,NA,T,N,Y,N,Cattle sheep,"Campbell, DLM; Belson, S; Lea, JM; Ouzman, J; Lee, CRLE; Kalinowski, T; Mowat, D; Llewellyn, RS",Automated Virtual Fencing Can Effectively Contain Sheep: Field Trials and Prospects,ANIMALS,2023,13,4,10.3390/ani13040619,J,cmh,NA,TRUE
cmh,dasdag2022,doi.org/10.1080/15368378.2022.2065682,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dasdag, S; Akdag, MZ; Bashan, M; Kizmaz, V; Erdal, N; Erdal, ME; Kiziltug, MT; Yegin, K",Role of 2.4 GHz radiofrequency radiation emitted from Wi-Fi on some miRNA and faty acids composition in brain,ELECTROMAGNETIC BIOLOGY AND MEDICINE,2022,41,3,10.1080/15368378.2022.2065682,J,cmh,NA,TRUE
cmh,cappelle2011,doi.org/10.2989/00306525.2011.556786,S,TRUE,W,N,L,Anas,quequedula,A,Y,N,N,NA,"Cappelle, J; Iverson, SA; Takekawa, JY; Newman, SH; Dodman, T; Gaidet, N",Implementing telemetry on new species in remote areas: recommendations from a large-scale satellite tracking study of African waterfowl,OSTRICH,2011,82,1,10.2989/00306525.2011.556786,J,cmh,NA,TRUE
cmh,decourten2015,doi.org/10.1371/journal.pone.0138707,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,studying humans,"de Courten, B; Kurdiova, T; de Courten, MPJ; Belan, V; Everaert, I; Vician, M; Teede, H; Gasperikova, D; Aldini, G; Derave, W; Ukropec, J; Ukropcova, B",Muscle Carnosine Is Associated with Cardiometabolic Risk Factors in Humans,PLOS ONE,2015,10,10,10.1371/journal.pone.0138707,J,cmh,NA,TRUE
cmh,desouza2016,doi.org/10.1371/journal.pone.0158248,S,FALSE,NA,Y,NA,NA,NA,NA,NA,Y,Y,NA,"de Souza, EN; Boerder, K; Matwin, S; Worm, B",Improving Fishing Pattern Detection from Satellite AIS Using Data Mining and Machine Learning,PLOS ONE,2016,11,7,10.1371/journal.pone.0158248,J,cmh,NA,TRUE
cmh,dore2020b,doi.org/10.1007/s10329-020-00793-7,R,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dore, KM; Hansen, MF; Klegarth, AR; Fichtel, C; Koch, F; Springer, A; Kappeler, P; Parga, JA; Humle, T; Colin, C; Raballand, E; Huang, ZP; Qi, XG; Di Fiore, A; Link, A; Stevenson, PR; Stark, DJ; Tan, NL; Gallagher, CA; Anderson, CJ; Campbell, CJ; Kenyon, M; Pebsworth, P; Sprague, D; Jones-Engel, L; Fuentes, A",Review of GPS collar deployments and performance on nonhuman primates,PRIMATES,2020,61,3,10.1007/s10329-020-00793-7,J,cmh,NA,TRUE
cmh,goldbogen2021,doi.org/10.1016/j.cbpa.2020.110894,R,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goldbogen, JA; Madsen, PT",The largest of August Krogh animals: Physiology and biomechanics of the blue whale revisited,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,2021,254,NA,10.1016/j.cbpa.2020.110894,J,cmh,NA,TRUE
cmh,graves2009,doi.org/10.1890/08-0934.1,S,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graves, GR; Romanek, CS",Mesoscale patterns of altitudinal tenancy in migratory wood warblers inferred from stable carbon isotopes,ECOLOGICAL APPLICATIONS,2009,19,5,10.1890/08-0934.1,J,cmh,NA,TRUE
cmh,lee2008,doi.org/10.1038/nature07307,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lee, DS; Nioche, P; Hamberg, M; Raman, CS",Structural insights into the evolutionary paths of oxylipin biosynthetic enzymes,NATURE,2008,455,7211,10.1038/nature07307,J,cmh,NA,TRUE
cmh,mitamura2015,doi.org/10.2331/suisan.81.651,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,marked as U bc in japanese,"Mitamura, H",Studies on homing behaviour and site fidelity in aquatic animals using biotelemetry,NIPPON SUISAN GAKKAISHI,2015,81,4,10.2331/suisan.81.651,J,cmh,NA,TRUE
cmh,murchie2011,doi.org/10.1016/j.jembe.2010.10.019,S,TRUE,W,N,I,Albula,vulpes,M,N,N,Y,NA,"Murchie, KJ; Cooke, SJ; Danylchuk, AJ; Suski, CD",Estimates of field activity and metabolic rates of bonefish (Albula vulpes) in coastal marine habitats using acoustic tri-axial accelerometer transmitters and intermittent-flow respirometry,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2011,396,2,10.1016/j.jembe.2010.10.019,J,cmh,NA,TRUE
cmh,naito2010,doi.org/NA,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naito, Y",What Is Bio-Logging?,AQUATIC MAMMALS,2010,36,3,NA,J,cmh,NA,TRUE
cmh,nero2013,doi.org/10.3354/esr00516,S,TRUE,W,Y,L,Lepidochelys,kempii,M,N,N,N,NA,"Nero, RW; Cook, M; Coleman, AT; Solangi, M; Hardy, R",Using an ocean model to predict likely drift tracks of sea turtle carcasses in the north central Gulf of Mexico,ENDANGERED SPECIES RESEARCH,2013,21,3,10.3354/esr00516,J,cmh,NA,TRUE
cmh,nisi2022,doi.org/10.1111/1365-2656.13613,S,TRUE,W,N,L,Panthera,leo,T,Y,Y,Y,NA,"Nisi, AC; Suraci, JP; Ranc, N; Frank, LG; Oriol-Cotterill, A; Ekwanga, S; Williams, TM; Wilmers, CC","Temporal scale of habitat selection for large carnivores: Balancing energetics, risk and finding prey",JOURNAL OF ANIMAL ECOLOGY,2022,91,1,10.1111/1365-2656.13613,J,cmh,NA,TRUE
cmh,okuyama2020,doi.org/10.2744/CCB-1428.1,S,TRUE,W,Y,L,Chelonia,mydas,M,N,N,Y,NA,"Okuyama, J; Ishii, H; Tanizaki, S; Suzuki, T; Abe, O; Nishizawa, H; Yano, A; Tsujimura, M; Ishigaki, T; Ishigaki, T; Kobayashi, M; Yanagida, H","Quarter-Century (1993-2018) Nesting Trends in the Peripheral Populations of Three Sea Turtle Species at Ishigakijima Island, Japan",CHELONIAN CONSERVATION AND BIOLOGY,2020,19,1,10.2744/CCB-1428.1,J,cmh,NA,TRUE
cmh,orange2021,doi.org/10.1007/s10344-020-01448-0,S,TRUE,WD,N,L,Odocoileus,virginianus,T,N,Y,N,tracked wild and ranched deer so WD,"Orange, JP; Dinh, ETN; Peters, RM; Wisely, SM; Blackburn, JK",Inter-annual home range fidelity of wild and ranched white-tailed deer in Florida: implications for epizootic hemorrhagic disease virus and bluetongue virus intervention,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,2021,67,1,10.1007/s10344-020-01448-0,J,cmh,NA,TRUE
cmh,schwarz2022,doi.org/10.1016/j.cub.2022.02.007,S,TRUE,W,N,LI,Zalophus,wollebaeki,M,N,Y,N,NA,"Schwarz, JFL; DeRango, EJ; Zenth, F; Kalberer, S; Hoffman, JI; Mews, S; Piedrahita, P; Trillmich, F; Paez-Rosas, D; Thiboult, A; Kruger, O",A stable foraging polymorphism buffers Galapagos sea lions against environmental change,CURRENT BIOLOGY,2022,32,7,10.1016/j.cub.2022.02.007,J,cmh,NA,TRUE
cmh,stabach2020,doi.org/10.1371/journal.pone.0221843,S,TRUE,W,N,LI,Oryx,dammah,T,N,Y,Y,NA,"Stabach, JA; Cunningham, SA; Connette, G; Mota, JL; Reed, D; Byron, M; Songer, M; Wacher, T; Mertes, K; Brown, JL; Comizzoli, P; Newby, J; Monfort, S; Leimgruber, P","Short-term effects of GPS collars on the activity, behavior, and adrenal response of scimitar-horned oryx (Oryx dammah)",PLOS ONE,2020,15,2,10.1371/journal.pone.0221843,J,cmh,NA,TRUE
cmh,swain2008,doi.org/10.1016/j.ecolmodel.2007.10.027,S,TRUE,D,N,L,Bos,taurus,T,N,N,Y,NA,"Swain, DL; Wark, T; Bishop-Hurley, GJ","Using high fix rate GPS data to determine the relationships between fix rate, prediction errors and patch selection",ECOLOGICAL MODELLING,2008,212,1677888000,10.1016/j.ecolmodel.2007.10.027,J,cmh,NA,TRUE
cmh,thiebot2013,doi.org/10.1371/journal.pone.0071429,S,TRUE,W,NA,L,Eudyptes,chrysolophus,M,Y,N,Y,NA,"Thiebot, JB; Cherel, Y; Crawford, RJM; Makhado, AB; Trathan, PN; Pinaud, D; Bost, CA",A Space Oddity: Geographic and Specific Modulation of Migration in Eudyptes Penguins,PLOS ONE,2013,8,8,10.1371/journal.pone.0071429,J,cmh,NA,TRUE
ecn,mcgavin2018,doi.org/10.1071/RJ17092,S,TRUE,D,NA,L,Bos,taurus,T,N,N,N,NA,"McGavin, SL; Bishop-Hurley, GJ; Charmley, E; Greenwood, PL; Callaghan, MJ","Effect of GPS sample interval and paddock size on estimates of distance travelled by grazing cattle in rangeland, Australia",RANGELAND JOURNAL,2018,40,1,10.1071/RJ17092,J,ecn,NA,TRUE
ecn,lindstrom2016,doi.org/10.1111/jav.00829,S,TRUE,W,NA,L,Gallinago,media,T,N,N,Y,NA,"Lindstrom, A; Alerstam, T; Bahlenberg, P; Ekblom, R; Fox, JW; Raghall, J; Klaassen, RHG",The migration of the great snipe Gallinago media: intriguing variations on a grand theme,JOURNAL OF AVIAN BIOLOGY,2016,47,3,10.1111/jav.00829,J,ecn,NA,TRUE
ecn,madden2022,doi.org/NA,S,TRUE,W,NA,L,Phaethon,aethereus,T,N,N,Y,NA,"Madden, H; Satge, Y; Wilkinson, B; Jodice, PGR",FORAGING ECOLOGY OF RED-BILLED TROPICBIRD PHAETHON AETHEREUS IN THE CARIBBEAN DURING EARLY CHICK REARING REVEALED BY GPS TRACKING,MARINE ORNITHOLOGY,2022,50,2,NA,J,ecn,NA,TRUE
ecn,mitamura2015,doi.org/10.2331/suisan.81.651,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,only in japanese,"Mitamura, H",Studies on homing behaviour and site fidelity in aquatic animals using biotelemetry,NIPPON SUISAN GAKKAISHI,2015,81,4,10.2331/suisan.81.651,J,ecn,NA,TRUE
ecn,mcduie2021,doi.org/10.1016/j.jenvman.2021.113170,S,TRUE,W,NA,L,Anas,acuta,A,Y,N,Y,NA,"McDuie, F; Lorenz, AA; Klinger, RC; Overton, CT; Feldheim, CL; Ackerman, JT; Casazza, ML",Informing wetland management with waterfowl movement and sanctuary use responses to human-induced disturbance,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2021,297,NA,10.1016/j.jenvman.2021.113170,J,ecn,NA,TRUE
ecn,miller2016a,doi.org/10.1111/ibi.12331,S,TRUE,W,NA,L,Aquila,chrysaetos,T,N,N,N,NA,"Miller, TA; Brooks, RP; Lanzone, MJ; Brandes, D; Cooper, J; Tremblay, JA; Wilhelm, J; Duerr, A; Katzner, TE",Limitations and mechanisms influencing the migratory performance of soaring birds,IBIS,2016,158,1,10.1111/ibi.12331,J,ecn,NA,TRUE
ecn,myers2018,doi.org/NA,S,TRUE,W,NA,L,Ursus,americanus,T,N,N,Y,NA,"Myers, PJ; Young, JK",Post-release activity and habitat selection of rehabilitated black bears,HUMAN-WILDLIFE INTERACTIONS,2018,12,3,NA,J,ecn,NA,TRUE
ecn,mcknight2015a,doi.org/10.3390/ani5020365,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McKnight, LL; Eyre, R; Gooding, MA; Davenport, GM; Shoveller, AK",Dietary Mannoheptulose Increases Fasting Serum Glucagon Like Peptide-1 and Post-Prandial Serum Ghrelin Concentrations in Adult Beagle Dogs,ANIMALS,2015,5,2,10.3390/ani5020365,J,ecn,NA,TRUE
ecn,marchand2017b,doi.org/10.1038/s41598-017-15803-w,S,TRUE,W,NA,L,Alpine,ibex,T,N,Y,Y,NA,"Marchand, P; Freycon, P; Herbaux, JP; Game, Y; Toigo, C; Gilot-Fromont, E; Rossi, S; Hars, J",Sociospatial structure explains marked variation in brucellosis seroprevalence in an Alpine ibex population,SCIENTIFIC REPORTS,2017,7,NA,10.1038/s41598-017-15803-w,J,ecn,NA,TRUE
ecn,mackay2014,doi.org/10.1016/j.applanim.2013.12.008,S,TRUE,D,NA,I,Bos,taurus,T,N,N,N,NA,"MacKay, JRD; Haskell, MJ; Deag, JM; van Reenen, K",Fear responses to novelty in testing environments are related to day-to-day activity in the home environment in dairy cattle,APPLIED ANIMAL BEHAVIOUR SCIENCE,2014,152,NA,10.1016/j.applanim.2013.12.008,J,ecn,NA,TRUE
ecn,muleropazmany2015,doi.org/10.1002/ece3.1744,S,TRUE,D,NA,L,Bos,taurus,T,N,N,Y,NA,"Mulero-Pazmany, M; Barasona, JA; Acevedo, P; Vicente, J; Negro, JJ",Unmanned Aircraft Systems complement biologging in spatial ecology studies,ECOLOGY AND EVOLUTION,2015,5,21,10.1002/ece3.1744,J,ecn,NA,TRUE
ecn,modest2021,doi.org/10.1186/s40317-021-00266-8,S,TRUE,W,NA,L,Megaptera,novaeangliae,M,N,Y,Y,NA,"Modest, M; Irvine, L; Andrews-Goff, V; Gough, W; Johnston, D; Nowacek, D; Pallin, L; Read, A; Moore, RT; Friedlaender, A",First description of migratory behavior of humpback whales from an Antarctic feeding ground to a tropical calving ground,ANIMAL BIOTELEMETRY,2021,9,1,10.1186/s40317-021-00266-8,J,ecn,NA,TRUE
ecn,lyons2013b,doi.org/10.1016/j.cbpa.2013.06.024,S,TRUE,C,NA,IE,Homarus,americanus,M,N,N,N,NA,"Lyons, GN; Halsey, LG; Pope, EC; Eddington, JD; Houghton, JDR",Energy expenditure during activity in the American lobster Homarus americanus: Correlations with body acceleration,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,2013,166,2,10.1016/j.cbpa.2013.06.024,J,ecn,NA,TRUE
ecn,low2009,doi.org/10.1016/j.biocon.2009.02.003,S,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low, B; Sundaresan, SR; Fischhoff, IR; Rubenstein, DI",Partnering with local communities to identify conservation priorities for endangered Grevy's zebra,BIOLOGICAL CONSERVATION,2009,142,7,10.1016/j.biocon.2009.02.003,J,ecn,NA,TRUE
ecn,maxwell2019,doi.org/10.1111/ddi.12941,S,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maxwell, SM; Scales, KL; Bograd, SJ; Briscoe, DK; Dewar, H; Hazen, EL; Lewison, RL; Welch, H; Crowder, LB",Seasonal spatial segregation in blue sharks (Prionace glauca) by sex and size class in the Northeast Pacific Ocean,DIVERSITY AND DISTRIBUTIONS,2019,25,8,10.1111/ddi.12941,J,ecn,NA,TRUE
ecn,milakovic2012,doi.org/10.1002/jwmg.235,S,TRUE,W,NA,L,Ursus,arctos,T,N,N,Y,NA,"Milakovic, B; Parker, KL; Gustine, DD; Lay, RJ; Walker, ABD; Gillingham, MP",Seasonal habitat use and selection by grizzly bears in Northern British Columbia,JOURNAL OF WILDLIFE MANAGEMENT,2012,76,1,10.1002/jwmg.235,J,ecn,NA,TRUE
ecn,monti2023,doi.org/10.1093/cz/zoad006,S,TRUE,W,NA,L,Coracias,garrulus,T,N,N,Y,NA,"Monti, F; Barisic, S; Cannarella, S; Cikovic, D; Tutis, V; Kralj, J; Catoni, C",Breeding phase and outcome determine space use in European rollers Coracias garrulus prior to migration,CURRENT ZOOLOGY,2023,NA,NA,10.1093/cz/zoad006,J,ecn,NA,TRUE
ecn,milotic2020,doi.org/10.3897/zookeys.947.52570,D,TRUE,W,NA,LIE,Circus,aeruginosus,T,N,Y,N,NA,"Milotic, T; Desmet, P; Anselin, A; De Bruyn, L; De Regge, N; Janssens, K; Klaassen, R; Koks, B; Schaub, T; Schlaich, A; Spanoghe, G; T'Jollyn, F; Vanoverbeke, J; Bouten, W",GPS tracking data of Western marsh harriers breeding in Belgium and the Netherlands,ZOOKEYS,2020,NA,947,10.3897/zookeys.947.52570,J,ecn,NA,TRUE
ecn,miyazaki2007,doi.org/10.1109/UT.2007.370751,P,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miyazaki, N; Sato, K; Watanabe, Y; Aoki, K; Narasaki, T; Kudo, T; Naito, Y",New approach to diving behaviour of aquatic animals using bio-logging system,"2007 SYMPOSIUM ON UNDERWATER TECHNOLOGY AND WORKSHOP ON SCIENTIFIC USE OF SUBMARINE CABLES AND RELATED TECHNOLOGIES, VOLS 1 AND 2",2007,NA,NA,10.1109/UT.2007.370751,C,ecn,NA,TRUE
ecn,meier2015,doi.org/10.1016/j.biocon.2015.05.012,S,TRUE,W,NA,L,Puffinus,mauretanicus,M,N,N,Y,NA,"Meier, RE; Wynn, RB; Votier, SC; Grive, MM; Rodriguez, A; Maurice, L; Van Loon, EE; Jones, AR; Suberg, L; Arcos, JM; Morgan, G; Josey, SA; Guilford, T",Consistent foraging areas and commuting corridors of the critically endangered Balearic shearwater Puffinus mauretanicus in the northwestern Mediterranean,BIOLOGICAL CONSERVATION,2015,190,NA,10.1016/j.biocon.2015.05.012,J,ecn,NA,TRUE
ecn,mcgowan2017,doi.org/10.1111/1365-2664.12755,P,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McGowan, J; Beger, M; Lewison, RL; Harcourt, R; Campbell, H; Priest, M; Dwyer, RG; Lin, HY; Lentini, P; Dudgeon, C; McMahon, C; Watts, M; Possingham, HP",Integrating research using animal-borne telemetry with the needs of conservation management,JOURNAL OF APPLIED ECOLOGY,2017,54,2,10.1111/1365-2664.12755,J,ecn,NA,TRUE
ecn,mcgregor2016b,doi.org/10.1071/AM15034,M,TRUE,D,NA,L,Felis,catus,T,N,NA,NA,"Could get rest of info from text that was published after this one using the same data, but couldn't get biolog avail statement or conservation cells. Requested full text and will come back.","McGregor, HW; Legge, SM; Jones, ME; Johnson, CN",GPS collars are more efficient when collecting high-frequency data,AUSTRALIAN MAMMALOGY,2016,38,2,10.1071/AM15034,J,ecn,NA,TRUE
ecn,shuert2022,doi.org/10.1073/pnas.2121092119,S,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shuert, CR; Marcoux, M; Hussey, NE; Heide-Jorgensen, MP; Dietz, R; Auger-Methe, M",Decadal migration phenology of a long-lived Arctic icon keeps pace with climate change,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2022,119,45,10.1073/pnas.2121092119,J,ecn,NA,TRUE
ecn,vanderkolk2022a,doi.org/10.3897/zookeys.1123.90623,S,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"van der Kolk, HJ; Desmet, P; Oosterbeek, K; Allen, AM; Baptist, MJ; Bom, RA; Davidson, SC; Jong, JD; Kroon, HD; Dijkstra, B; Dillerop, R; Dokter, AM; Frauendorf, M; Milotic, T; Rakhimberdiev, E; Shamoun-Baranes, J; Spanoghe, G; van de Pol, M; Van Ryckegem, G; Vanoverbeke, J; Jongejans, E; Ens, BJ",GPS tracking data of Eurasian oystercatchers (Haematopus ostralegus) from the Netherlands and Belgium,ZOOKEYS,2022,NA,1123,10.3897/zookeys.1123.90623,J,ecn,NA,TRUE
ecn,blanchet2018,doi.org/10.1578/AM.44.4.2018.343,S,TRUE,W,Y,LIE,Pagophilus,groenlandicus,M,N,N,N,NA,"Blanchet, MA; Acquarone, M; Biuw, M; Larsen, R; Nordoy, ES; Folkow, LP",A Life After Research? First Release of Harp Seals (Pagophilus groenlandicus) After Temporary Captivity for Scientific Purposes,AQUATIC MAMMALS,2018,44,4,10.1578/AM.44.4.2018.343,J,ecn,NA,TRUE
ecn,shimada2017,doi.org/10.1016/j.ocecoaman.2017.03.028,S,TRUE,W,N,L,Chelonia,mydas,M,Y,N,Y,NA,"Shimada, T; Limpus, C; Jones, R; Hamann, M",Aligning habitat use with management zoning to reduce vessel strike of sea turtles,OCEAN & COASTAL MANAGEMENT,2017,142,NA,10.1016/j.ocecoaman.2017.03.028,J,ecn,NA,TRUE
ecn,huon2021,doi.org/10.1002/ece3.7934,S,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huon, M; Planque, Y; Jessopp, MJ; Cronin, M; Caurant, F; Vincent, C",Fine-scale foraging habitat selection by two diving central place foragers in the Northeast Atlantic,ECOLOGY AND EVOLUTION,2021,11,18,10.1002/ece3.7934,J,ecn,NA,TRUE
ecn,ripperger2019,doi.org/10.1098/rsbl.2018.0884,S,TRUE,W,N,L,Nyctalus,noctula,T,N,N,N,NA,"Ripperger, S; Gunther, L; Wieser, H; Duda, N; Hierold, M; Cassens, B; Kapitza, R; Koelpin, A; Mayer, F",Proximity sensors on common noctule bats reveal evidence that mothers guide juveniles to roosts but not food,BIOLOGY LETTERS,2019,15,2,10.1098/rsbl.2018.0884,J,ecn,NA,TRUE
ecn,hughey2021,doi.org/10.1016/j.biocon.2021.109086,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hughey, LF; Shoemaker, KT; Stewart, KM; McCauley, DJ; Cushman, JH",Effects of human-altered landscapes on a reintroduced ungulate: Patterns of habitat selection at the rangeland-wildland interface,BIOLOGICAL CONSERVATION,2021,257,NA,10.1016/j.biocon.2021.109086,J,ecn,NA,TRUE
ecn,hayashi2014,doi.org/10.1016/j.ecolind.2014.05.031,U,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hayashi, R",Past biodiversity: Historical Japanese illustrations document the distribution of whales and their epibiotic barnacles,ECOLOGICAL INDICATORS,2014,45,NA,10.1016/j.ecolind.2014.05.031,J,ecn,NA,TRUE
ecn,mcclintock2018,doi.org/10.1111/2041-210X.12995,M,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McClintock, BT; Michelot, T",momentuHMM: R package for generalized hidden Markov models of animal movement,METHODS IN ECOLOGY AND EVOLUTION,2018,9,6,10.1111/2041-210X.12995,J,ecn,NA,TRUE
ecn,eckert2008,doi.org/10.1890/06-2107.1,S,TRUE,W,Y,L,Caretta,caretta,M,N,N,Y,NA,"Eckert, SA; Moore, JE; Dunn, DC; van Buiten, RS; Eckert, KL; Halpin, PN",Modeling loggerhead turtle movement in the Mediterranean: Importance of body size and oceanography,ECOLOGICAL APPLICATIONS,2008,18,2,10.1890/06-2107.1,J,ecn,NA,TRUE
ecn,waite2012,doi.org/10.1016/j.jembe.2012.02.009,S,TRUE,W,N,L,Eumetopias,jubatus,M,Y,N,N,NA,"Waite, JN; Trumble, SJ; Burkanov, VN; Andrews, RD",Resource partitioning by sympatric Steller sea lions and northern fur seals as revealed by biochemical dietary analyses and satellite telemetry,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2012,416,NA,10.1016/j.jembe.2012.02.009,J,ecn,NA,TRUE
ecn,liu2019a,doi.org/10.1186/s40317-019-0175-5,S,TRUE,W,N,LI,Carcharodon,carcharias,M,N,Y,Y,NA,"Liu, ZYC; Moxley, JH; Kanive, P; Gleiss, AC; Maughan, T; Bird, L; Jewell, OJD; Chapple, TK; Gagne, T; White, CF; Jorgensen, SJ",Deep learning accurately predicts white shark locomotor activity from depth data,ANIMAL BIOTELEMETRY,2019,7,1,10.1186/s40317-019-0175-5,J,ecn,NA,TRUE
